_id,id.senator,id.member,bio.fulltitle,links.aph,bio.title,bio.prefname,bio.surname,bio.postnominal,bio.postnominalyear,bio.othername,bio.gender,date#bio.dateofbirth,bio.placeofbirth,date#bio.dateofdeath,date#bio.servicefrom,date#bio.serviceto,bio.servicedaystotal,bio.olb,division[0].status,division[0].parltype,division[0].aecdivid,division[0].divname,division[0].divstate,division[0].starttype,date#division[0].startdate,date#division[0].enddate,division[0].endtype,division[0].endreason,division[1].parltype,division[1].aecdivid,division[1].divname,division[1].divstate,division[1].starttype,date#division[1].startdate,date#division[1].enddate,division[1].endtype,division[1].endreason,division[2].parltype,division[2].aecdivid,division[2].divname,division[2].divstate,division[2].starttype,date#division[2].startdate,date#division[2].enddate,date#division[2].endtype,division[2].endreason,division[3].parltype,division[3].aecdivid,division[3].divname,division[3].divstate,division[3].starttype,date#division[3].startdate,date#division[3].enddate,,division[3].endreason,party.count,party[0].partyname,party[0].partycode,party[0].coalition,date#party[0].startdate,date#party[0].enddate,party[1].partyname,party[1].partycode,party[1].coalition,date#party[1].startdate,date#party[1].enddate,party[2].partyname,party[2].partycode,party[2].coalition,date#party[2].startdate,date#party[2].enddate,parliamentaryposition[0].status,parliamentaryposition[0].chamber,parliamentaryposition[0].title,date#parliamentaryposition[0].startdate,date#parliamentaryposition[0].enddate,parliamentaryposition[1].chamber,parliamentaryposition[1].title,date#parliamentaryposition[1].startdate,date#parliamentaryposition[1].enddate,,,,,,,,,,,,
"""KJG""",,H0544,"Irwin, Leslie Herbert",aph bio,,Les,IRWIN,MBE EC,,,Male,1898-05-01,"Newcastle, NSW",1985-01-28,1963-11-30,1972-12-02,3290,Former Member for Mitchell (1963-1972),Former,Member,,Mitchell,NSW,1963-HOUSE,1963-11-30,1972-12-02,1972-HOUSE,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1963-11-30,1972-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""F4Q""",,H0136,"Scullin, James Henry",aph bio,Rt. Hon.,James,SCULLIN,,,,Male,1876-09-18,"Trawalla, VIC",1953-01-28,1910-04-13,1949-10-31,11261,Former Member for Yarra (1922-1949) et al.,Former,Member,,Yarra,VIC,1922-BY-YARRA,1922-02-18,1949-10-31,1949-FULL,Retired,Member,,Corangamite,VIC,1910-FULL,1910-04-13,1913-05-31,1913-FULL,Defeated,,,,,,,,,,,,,,,,,,,MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KJK""",,H0422,"Jack, William Mathers",aph bio,,William,JACK,,,,Male,1892-05-01,"Dundee, Scotland",1982-09-14,1949-12-10,1966-10-31,6169,Former Member for North Sydney (1949-1966),Former,Member,,North Sydney,NSW,1949-FULL,1949-12-10,1966-10-31,1966-HOUSE,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1949-12-10,1966-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KJM""",,H0197,"Jackson, David Sydney",aph bio,,David,JACKSON,,,,Male,1889-06-06,"Launceston, TAS",1941-02-28,1919-12-13,1929-10-12,3591,Former Member for Bass (1919-1929),Former,Member,,Bass,TAS,1919-FULL,1919-12-13,1929-10-12,1929-HOUSE,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,The Nationals,NAT,,1919-12-13,1929-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""00AN2""",,H0985,"Jackson, Sharryn Maree",aph bio,,Sharryn,JACKSON,,,,Female,1962-02-12,"Perth, WA",,2001-11-10,2010-08-21,2065,Former Member for Hasluck (2007-2010) et al.,Former,Member,,Hasluck,WA,2007-FULL,2007-11-24,2010-08-21,2010-FULL,Defeated,Member,,Hasluck,WA,2001-FULL,2001-11-10,2004-10-09,2004-FULL,Defeated,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,2001-11-10,2010-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""CV4""",,H0597,"Jacobi, Ralph",aph bio,,Ralph,JACOBI,AM,,,Male,1928-12-04,"Keswick, SA",2002-01-15,1969-10-25,1987-06-05,6432,Former Member for Hawker (1969-1987),Former,Member,,Hawker,SA,1969-HOUSE,1969-10-25,1987-06-05,1987-DOUBLE,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1969-10-25,1987-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""0E4""",,H0783,"Jakobsen, Carolyn Anne",aph bio,,Carolyn,JAKOBSEN,,,,Female,1947-09-11,"Auckland, New Zealand",,1984-12-01,1993-03-13,3024,Former Member for Cowan (1984-1993),Former,Member,,Cowan,WA,1984-FULL,1984-12-01,1993-03-13,1993-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1984-12-01,1993-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KJO""",,H0512,"James, Albert William",aph bio,,Albert,JAMES,,,,Male,1914-09-22,"Collie, WA",2006-09-30,1960-04-09,1980-09-19,7468,Former Member for Hunter (1960-1980),Former,Member,,Hunter,NSW,1960-BY1-HUNTER,1960-04-09,1980-09-19,1980-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1960-04-09,1980-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KJQ""",,H0255,"James, Rowland",aph bio,,Rowley,JAMES,,,,Male,1885-06-14,"Lambton, NSW",1962-07-04,1928-11-17,1958-10-14,10923,Former Member for Hunter (1928-1958),Former,Member,,Hunter,NSW,1928-FULL,1928-11-17,1958-10-14,1958-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KJU""",,H0566,"Jarman, Alan William",aph bio,,Alan,JARMAN,,,,Male,1923-07-22,"Melbourne, VIC",1992-11-14,1966-11-26,1983-03-05,5943,Former Member for Deakin (1966-1983),Former,Member,,Deakin,VIC,1966-HOUSE,1966-11-26,1983-03-05,1983-DOUBLE,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1966-11-26,1983-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""EK6""",,H0911,"Jeanes, Susan Barbara",aph bio,,Susan,JEANES,,,,Female,1958-02-24,"Glenelg, SA",,1996-03-02,1998-10-03,945,Former Member for Kingston (1996-1998),Former,Member,,Kingston,SA,1996-CASUAL1,1996-03-02,1998-10-03,1998-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1996-03-02,1998-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""HH4""",,H0798,"Jenkins, Henry Alfred",aph bio,,Harry,JENKINS,,,,Male,1952-08-18,"Melbourne, VIC",,1986-02-08,2013-08-05,10040,Former Member for Scullin ii (1986-2013),Former,Member,,Scullin ii,VIC,1986-BY-SCULLIN,1986-02-08,2013-08-05,2013-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1986-02-08,2013-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""DRW""",,H0598,"Jenkins, Henry Alfred",aph bio,the Hon. Dr,Henry,JENKINS,AM,,,Male,1925-09-24,"Caulfield, VIC",2004-07-27,1969-10-25,1985-12-20,5900,Former Member for Scullin ii (1969-1985),Former,Member,,Scullin ii,VIC,1969-HOUSE,1969-10-25,1985-12-20,1986-BY-SCULLIN,Resigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1969-10-25,1985-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""IH4""",S0403,,"Jenkins, Jean Alice",aph bio,,Jean,JENKINS,,,,Female,1938-03-16,"Bristol, England",,1987-07-11,1990-06-30,1085,Former Senator for Western Australia (1987-1990),Former,Senator,,Western Australia,WA,1987-DOUBLE,1987-07-11,1990-06-30,1990-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KK7""",,H0291,"Jennings, John Thomas",aph bio,,John,JENNINGS,,,,Male,1878-12-19,"Melbourne, VIC",1968-12-20,1931-12-19,1940-09-21,3199,Former Member for Watson i (1934-1940) et al.,Former,Member,,Watson i,NSW,1934-FULL,1934-09-15,1940-09-21,1940-FULL,Defeated,Member,,South Sydney,NSW,1931-FULL,1931-12-19,1934-09-15,1934-FULL,Abolished at Redistribution (to Watson),,,,,,,,,,,,,,,,,,,ONE,United Australia Party,UAP,,1931-12-19,1940-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""DYN""",,H1009,"Jensen, Dennis Geoffrey",aph bio,Dr,Dennis,JENSEN,,,,Male,1962-02-28,"Johannesburg, South Africa",,2004-10-09,,3917,Current Member for Tangney (2004- ),Current,Member,,Tangney,WA,2004-FULL,2004-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,2004-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KK9""",,H0130,"Jensen, Jens August",aph bio,The Hon.,Jens,JENSEN,,,,Male,1865-05-02,"Sebastopol, VIC",1936-11-16,1910-04-13,1919-12-13,3531,Former Member for Bass (1910-1919),Former,Member,,Bass,TAS,1910-FULL,1910-04-13,1919-12-13,1919-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KKB""",,H0513,"Jess, John David",aph bio,,John,JESS,CBE,,,Male,1922-04-15,"Melbourne, VIC",2003-10-18,1960-04-09,1972-12-02,4620,Former Member for La Trobe (1960-1972),Former,Member,,La Trobe,VIC,1960-BY2-LATROBE,1960-04-09,1972-12-02,1972-HOUSE,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1960-04-09,1972-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KKD""",S0302,H0567,"Jessop, Donald Scott",,,Don,JESSOP,,,,Male,1927-06-21,"Adelaide, SA",,1966-11-26,1987-07-11,6918,Former Senator for South Australia (1971-1987) et al.,Former,Senator,,South Australia,SA,1970-SENATE,1971-07-01,1987-07-11,1987-DOUBLE,Defeated,Member,,Grey,SA,1966-HOUSE,1966-11-26,1969-10-25,1969-HOUSE,Defeated,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1966-11-26,1987-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JH4""",,H0803,"Johns, Gary Thomas",aph bio,the Hon.,Gary,JOHNS,,,,Male,1952-08-29,"Melbourne, VIC",,1987-07-11,1996-03-02,3157,Former Member for Petrie (1987-1996),Former,Member,,Petrie,QLD,1987-DOUBLE,1987-07-11,1996-03-02,1996-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1987-07-11,1996-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""K9G""",,H0350,"Johnson, Herbert Victor",aph bio,The Hon.,Herbert,JOHNSON,,,,Male,1889-10-25,"Northampton, WA",1962-07-10,1940-11-16,1958-10-14,6541,Former Member for Kalgoorlie (1940-1958),Former,Member,,Kalgoorlie,WA,1940-BY2-KALGOORLIE,1940-11-16,1958-10-14,1958-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1940-11-16,1958-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""K9J""",,H0599,"Johnson, Leonard Keith",aph bio,,Leonard,JOHNSON,,,,Male,1929-03-28,"Melbourne, VIC",1995-09-24,1969-10-25,1980-09-19,3982,Former Member for Burke ii (1969-1980),Former,Member,,Burke ii,VIC,1969-HOUSE,1969-10-25,1980-09-19,1980-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1969-10-25,1980-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""K9M""",,H0484,"Johnson, Leslie Royston",,The Hon.,Leslie,JOHNSON,,,,Male,1924-11-22,"Sydney, NSW",2015-05-26,1955-12-10,1983-12-19,9172,Former Member for Hughes (1969-1983) et al.,Former,Member,,Hughes,NSW,1969-HOUSE,1969-10-25,1983-12-19,1984-BY2-HUGHES,Resigned,Member,,Hughes,NSW,1955-FULL,1955-12-10,1966-11-26,1966-HOUSE,Defeated,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1955-12-10,1983-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""00AMX""",,H0986,"Johnson, Michael Andrew",aph bio,,Michael,JOHNSON,,,,Male,1970-01-31,Hong Kong,,2001-11-10,2010-08-21,3206,Former Member for Ryan (2001-2010),Former,Member,,Ryan,QLD,2001-FULL,2001-11-10,2010-08-21,2010-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,MORE,Liberal,Lp,LPNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""K9O""",,H0677,"Johnson, Peter Francis",aph bio,,Peter,JOHNSON,,,,Male,1943-08-27,"Sydney, NSW",,1975-12-13,1980-10-18,1771,Former Member for Brisbane (1975-1980),Former,Member,,Brisbane,QLD,1975-DOUBLE,1975-12-13,1980-10-18,1980-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1975-12-13,1980-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""K99""",,H0084,"Johnson, William Elliot (Later Sir Elliot)",aph bio,the Hon. Sir,Elliot,JOHNSON,KCMG,,,Male,1862-04-10,"Newcastle upon Tyne, England",1932-12-08,1903-12-16,1928-11-17,9103,Former Member for Lang (1903-1928),Former,Member,,Lang,NSW,1903-FULL,1903-12-16,1928-11-17,1928-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""K9R""",,H0131,"Johnson, William James",aph bio,,William,JOHNSON,,,,Male,1871-00-00,"Yass, NSW",1916-07-30,1910-04-13,1913-05-31,1144,Former Member for Robertson (1910-1913),Former,Member,,Robertson,NSW,1910-FULL,1910-04-13,1913-05-31,1913-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1910-04-13,1913-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""00AON""",S0487,,"Johnston, David Albert Lloyd",aph bio,the Hon.,David,JOHNSTON,,,,Male,1956-02-14,"Perth, WA",,2002-07-01,,4748,Current Senator for Western Australia (2002- ),Current,Senator,,Western Australia,WA,2001-FULL,2002-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liberal,LP,LPNP,2002-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KP8""",S0136,,"Johnston, Edward Bertram",aph bio,,Edward,JOHNSTON,,,,Male,1880-01-11,"Geraldton, WA",1942-09-06,1929-07-01,1942-09-06,4815,Former Senator for Western Australia (1929-1942),Former,Senator,,Western Australia,WA,1928-FULL,1929-07-01,1942-09-06,1942-CASUAL1-WA,Died,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""NL6""",,H0912,"Johnston, Henrike",aph bio,,Ricky,JOHNSTON,,,,Female,1943-09-29,"Meissen, Germany",,1996-03-02,1998-10-03,945,Former Member for Canning (1996-1998),Former,Member,,Canning,WA,1996-CASUAL1,1996-03-02,1998-10-03,1998-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1996-03-02,1998-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""K9V""",,H0704,"Johnston, James Roger",aph bio,,James,JOHNSTON,,,,Male,1930-06-18,"Melbourne, VIC",,1977-12-10,1980-10-18,1043,Former Member for Hotham (1977-1980),Former,Member,,Hotham,VIC,1977-FULL,1977-12-10,1980-10-18,1980-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1977-12-10,1980-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KA7""",,H0165,"Jolley, Edward Francis George",aph bio,,Edward,JOLLEY,,,,Male,1874-00-00,"Maryborough, VIC",1915-01-01,1914-09-05,1915-01-01,118,Former Member for Grampians (1914-1915),Former,Member,,Grampians,VIC,1914-DOUBLE,1914-09-05,1915-01-01,1915-BY2-GRAMPIANS,Died,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1914-09-05,1915-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KA9""",,H0326,"Jolly, William Alfred",aph bio,,William,JOLLY,CMG,,,Male,1882-09-11,"Brisbane, QLD",1955-05-30,1937-10-23,1943-08-21,2128,Former Member for Lilley (1937-1943),Former,Member,,Lilley,QLD,1937-FULL,1937-10-23,1943-08-21,1943-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,United Australia Party,UAP,,1937-10-23,1943-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KAB""",,H0568,"Jones, Andrew Thomas",aph bio,,Andrew,JONES,,,,Male,1944-05-26,"Adelaide, SA",,1966-11-26,1969-10-25,1064,Former Member for Adelaide (1966-1969),Former,Member,,Adelaide,SA,1966-HOUSE,1966-11-26,1969-10-25,1969-HOUSE,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1966-11-26,1969-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KH4""",,H0705,"Jones, Barry Owen",aph bio,the Hon.,Barry,JONES,AO,,,Male,1932-10-11,"Geelong, VIC",,1977-12-10,1998-08-31,7569,Former Member for Lalor (1977-1998),Former,Member,,Lalor,VIC,1977-FULL,1977-12-10,1998-08-31,1998-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1977-12-10,1998-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KDV""",,H0505,"Jones, Charles Keith",aph bio,The Hon.,Charles,JONES,,,,Male,1917-09-12,"Newcastle, NSW",2003-08-07,1958-11-22,1983-02-04,8840,Former Member for Newcastle (1958-1983),Former,Member,,Newcastle,NSW,1958-FULL,1958-11-22,1983-02-04,1983-DOUBLE,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1958-11-22,1983-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""96430""",,H1075,"Jones, Ewen Thomas",aph bio,,Ewen,JONES,,,,Male,1960-03-07,"Quilpie, QLD",,2010-08-21,,1775,Current Member for Herbert (2010- ),Current,Member,,Herbert,QLD,2010-FULL,2010-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,2010-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LH4""",S0363,,"Jones, Gerry Norman",aph bio,,Gerry,JONES,,,,Male,1932-08-16,"Roma, QLD",,1981-07-01,1996-06-30,5478,Former Senator for Queensland (1981-1996),Former,Senator,,Queensland,QLD,1980-FULL,1981-07-01,1996-06-30,1996-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KDW""",,H0256,"Jones, Paul",aph bio,,Paul,JONES,,,,Male,1878-06-15,"Gaffneys Creek, VIC",1972-12-27,1928-11-17,1931-12-19,1127,Former Member for Indi (1928-1931),Former,Member,,Indi,VIC,1928-FULL,1928-11-17,1931-12-19,1931-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1928-11-17,1931-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""A9B""",,H1076,"Jones, Stephen Patrick",aph bio,,Stephen,JONES,,,,Male,1965-06-29,"Sydney, NSW",,2010-08-21,,1775,Current Member for Throsby (2010- ),Current,Member,,Throsby,NSW,2010-FULL,2010-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,2010-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KDX""",,H0456,"Joshua, Robert",aph bio,,Robert,JOSHUA,MC ,,,Male,1906-06-06,"Prahran, VIC",1970-06-02,1951-04-28,1955-12-10,1687,Former Member for Ballaarat (now Ballarat) (1951-1955),Former,Member,,Ballaarat (now Ballarat),VIC,1951-DOUBLE,1951-04-28,1955-12-10,1955-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KDY""",,H0458,"Joske, Percy Ernest",aph bio,,Percy,JOSKE,QC,,,Male,1895-10-05,"Melbourne, VIC",1981-04-25,1951-07-28,1960-06-02,3232,Former Member for Balaclava (1951-1960),Former,Member,,Balaclava,VIC,1951-BY1-BALACLAVA,1951-07-28,1960-06-02,1960-BY3-BALACLAVA,Resigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1951-07-28,1960-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KDZ""",,H0184,"Jowett, Edmund",aph bio,,Edmund,JOWETT,,,,Male,1858-01-06,"Bradford, England",1936-04-14,1917-10-27,1922-12-16,1876,Former Member for Grampians (1917-1922),Former,Member,,Grampians,VIC,1917-BY2-GRAMPIANS,1917-10-27,1922-12-16,1922-FULL,Abolished at Redistribution (to Bendigo - Defeated),,,,,,,,,,,,,,,,,,,,,,,,,,,,MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""E5D""",S0502,H1109,"Joyce, Barnaby Thomas Gerard",aph bio,the Hon.,Barnaby,JOYCE,,,,Male,1967-04-17,"Tamworth, NSW",,2005-07-01,,3622,Current Member for New England (2013- ) et al.,Current,Member,,New England,NSW,2013-FULL,2013-09-07,,,,Senator,,Queensland,QLD,2004-FULL,2005-07-01,2013-08-08,2013-CASUAL2-QLD,Resigned,,,,,,,,,,,,,,,,,,,ONE,The Nationals,NATS,,2005-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""MH4""",,H0678,"Jull, David Francis",aph bio,The Hon.,David,JULL,,,,Male,1944-10-04,"Kingaroy, QLD",2011-09-13,1975-12-13,2007-10-17,10994,Former Member for Fadden (1984-2007) et al.,Former,Member,,Fadden,QLD,1984-FULL,1984-12-01,2007-10-17,2007-FULL,Retired,Member,,Bowman,QLD,1975-DOUBLE,1975-12-13,1983-03-05,1983-DOUBLE,Defeated,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1975-12-13,2007-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KPA""",S0295,,"Kane, John Thomas",aph bio,,John,KANE,,,,Male,1908-07-23,"Burraga, NSW",1988-10-27,1970-11-21,1974-05-18,1274,Former Senator for New South Wales (1970-1974),Former,Senator,,New South Wales,NSW,1970-SENATE,1970-11-21,1974-05-18,1974-DOUBLE,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""HX4""",,H0862,"Katter, Robert Carl",aph bio,the Hon.,Bob,KATTER,,,,Male,1945-05-22,"Cloncurry, QLD",,1993-03-13,,8145,Current Member for Kennedy (1993- ),Current,Member,,Kennedy,QLD,1993-FULL,1993-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MORE,Katter's Australian Party,KAP,,2011-09-27,,Independent,IND,,2001-07-08,2011-09-27,Nationals,NPA,Yes,1993-03-13,2001-07-08,,,,,,,,,,,,,,,,,,,,,
"""1V5""",,H0569,"Katter, Robert Cummin",aph bio,the Hon.,Bob,KATTER,,,,Male,1918-09-05,"Brisbane, QLD",1990-03-18,1966-11-26,1990-02-19,8486,Former Member for Kennedy (1966-1990),Former,Member,,Kennedy,QLD,1966-HOUSE,1966-11-26,1990-02-19,1990-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KPC""",S0194,,"Katz, Frederick",aph bio,,Fred,KATZ,,,,Male,1887-05-21,"Adelaide, SA",1960-12-13,1947-07-01,1951-04-28,1397,Former Senator for Victoria (1947-1951),Former,Senator,,Victoria,VIC,1946-FULL,1947-07-01,1951-04-28,1951-DOUBLE,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KE4""",S0171,H0268,"Keane, Richard Valentine",aph bio,,Richard,KEANE,,,,Male,1881-02-14,"Beechworth, VIC",1946-04-26,1929-10-12,1946-04-26,3654,Former Senator for Victoria (1938-1946) et al.,Former,Senator,,Victoria,VIC,1937-FULL,1938-07-01,1946-04-26,1946-CASUAL1-VIC,Died,Member,,Bendigo,VIC,1929-HOUSE,1929-10-12,1931-12-19,1931-FULL,Defeated,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1929-10-12,1946-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KE7""",,H0489,"Kearney, Victor Dennis",aph bio,,Victor,KEARNEY,,,,Male,1903-12-10,"Armidale, NSW",1982-01-21,1956-04-11,1963-11-01,2760,Former Member for Cunningham (1956-1963),Former,Member,,Cunningham,NSW,1956-BY1-CUNNINGHAM,1956-04-11,1963-11-01,1963-HOUSE,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1956-04-11,1963-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KPE""",S0019,,"Keating, John Henry",aph bio,The Hon.,John,KEATING,,,,Male,1872-06-28,"Hobart, TAS",1940-10-31,1901-03-29,1923-06-30,8128,Former Senator for Tasmania (1901-1923),Former,Senator,,Tasmania,TAS,1901-FULL1,1901-03-29,1923-06-30,1922-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""NH4""",,H0600,"Keating, Paul John",aph bio,The Hon.,Paul,KEATING,,,,Male,1944-01-18,"Sydney, NSW",,1969-10-25,1996-04-23,9677,Former Member for Blaxland (1969-1996),Former,Member,,Blaxland,NSW,1969-HOUSE,1969-10-25,1996-04-23,1996-BY1-BLAXLAND,Resigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1969-10-25,1996-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""KPG""",S0274,,"Keeffe, James Bernard",aph bio,,James,KEEFFE,,,,Male,1919-08-20,"Atherton, QLD",1988-05-15,1965-07-01,1983-02-04,6427,Former Senator for Queensland (1965-1983),Former,Senator,,Queensland,QLD,1964-SENATE,1965-07-01,1983-02-04,1983-DOUBLE,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
